"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4594349";"MIV-818";"FOSTROXACITABINE BRALPAMIDE|MIV-818|MIV818";"Small molecule";"1.0";"589.38";"";"";"3.37";"153.23";"11";"2";"2";"12";"N";"0.28";"10.24";"None";"2.95";"2.94";"2";"MOL";"0";"36";"12";"3";"2";"588.0985";"0.26";"NEUTRAL";"C22H30BrN4O8P";"CCC[C@H](C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1OC[C@@H](n2ccc(N)nc2=O)O1)Oc1ccc(Br)cc1";"JBYKMODFCUCTGY-LLSQRQBFSA-N"
"CHEMBL4297379";"FLUOROFURANYLNORPROGESTERONE F-18";"(18F)FFNP|18F-FFNP|F18-FFNP|FFNP F-18|FLUOROFURANYLNORPROGESTERONE F-18";"Small molecule";"1.0";"427.50";"";"";"4.72";"65.74";"5";"0";"0";"3";"N";"0.70";"None";"None";"4.33";"4.33";"1";"MOL";"0";"31";"5";"0";"0";"428.1999";"1.52";"NEUTRAL";"C25H29FO5";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1C[C@H]1O[C@@H](c3ccco3)O[C@]12C(=O)C[18F]";"VJKRBRUNEOHPBS-JQKUZGBFSA-N"
"CHEMBL1436376";"CILOBRADINE";"CILOBRADINE";"Small molecule";"1.0";"482.62";"2";"2";"3.60";"60.47";"6";"0";"0";"9";"N";"0.54";"None";"8.78";"3.20";"1.81";"2";"MOL";"0";"35";"7";"0";"0";"482.2781";"-0.43";"BASE";"C28H38N2O5";"COc1ccc(CCN2CCC[C@H](CN3CCc4cc(OC)c(OC)cc4CC3=O)C2)cc1OC";"OBUFMJDDZTXJPY-NRFANRHFSA-N"
"CHEMBL106939";"DASB";"DASB";"Small molecule";"1.0";"283.40";"7";"47";"3.35";"53.05";"4";"1";"0";"4";"N";"0.87";"None";"8.15";"3.13";"2.31";"2";"MOL";"0";"20";"3";"2";"0";"283.1143";"-1.33";"NEUTRAL";"C16H17N3S";"CN(C)Cc1ccccc1Sc1ccc(C#N)cc1N";"UVWLEPXXYOYDGR-UHFFFAOYSA-N"
"CHEMBL4297475";"PEN-866";"HDC SN-38|LOCNARTECAN|PEN 866|PEN-866|PEN866|SDC-TRAP 0063|STA 12-8666";"Small molecule";"1.0";"879.97";"";"";"6.97";"207.03";"14";"4";"3";"9";"N";"0.11";"8.53";"3.80";"6.70";"6.67";"7";"MOL";"0";"65";"16";"4";"3";"879.3592";"-0.06";"NEUTRAL";"C49H49N7O9";"CCc1c2c(nc3ccc(OC(=O)N4CCC(CCn5ccc6cc(-n7c(-c8cc(C(C)C)c(O)cc8O)n[nH]c7=O)ccc65)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC";"QTPZAEAYDWMVJO-GGCSAXROSA-N"
"CHEMBL498623";"MIP-1095 I-123";"(123I)MIP 1095|(123I)MIP-1095|123-I-MIP-1095|MIP-1095 I-123";"Small molecule";"1.0";"560.33";"1";"6";"1.65";"194.16";"5";"7";"2";"13";"N";"0.14";"3.09";"None";"1.35";"-8.49";"1";"MOL";"0";"32";"12";"7";"3";"564.0717";"-0.77";"ACID";"C19H25IN4O8";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc([123I])cc1)C(=O)O)C(=O)O";"LFEGKCKGGNXWDV-NKNRFTOXSA-N"
"CHEMBL420741";"GORALATIDE";"AC-SER-ASP-LYS-PRO|GORALATIDE|SERASPENIDE";"Protein";"1.0";"487.51";"8";"46";"-2.87";"228.46";"8";"7";"1";"14";"N";"0.12";"3.45";"10.19";"-6.53";"-9.36";"0";"BOTH";"0";"34";"14";"8";"2";"487.2278";"0.33";"ZWITTERION";"C20H33N5O9";"CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O";"HJDRXEQUFWLOGJ-AJNGGQMLSA-N"
"CHEMBL2179582";"PF-03382792";"PF-03382792";"Small molecule";"1.0";"433.52";"13";"49";"2.41";"82.11";"5";"2";"0";"4";"N";"0.76";"None";"9.62";"1.52";"-0.68";"1";"MOL";"0";"31";"7";"2";"0";"433.2377";"-0.77";"BASE";"C23H32FN3O4";"CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21";"AGMOFKKOVMRGAK-UHFFFAOYSA-N"
"CHEMBL4302412";"BLI-489";"";"Small molecule";"1.0";"305.31";"";"";"0.64";"84.66";"6";"1";"0";"2";"N";"0.64";"3.41";"4.61";"-1.69";"-3.84";"1";"MOL";"0";"21";"7";"1";"0";"305.0470";"-0.62";"ACID";"C13H11N3O4S";"O=C(O)C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12";"DMEYZPJEFHGESJ-CPWLGJMPSA-N"
"CHEMBL1132";"NORNICOTINE";"1'-DEMETHYLNICOTINE|3-(2-PYRROLIDINYL)-(S)-PYRIDINE|NICOTINE RELATED COMPOUND F|NORNICOTINE";"Small molecule";"1.0";"148.21";"22";"35";"1.51";"24.92";"2";"1";"0";"1";"Y";"0.65";"None";"9.92";"0.78";"-1.67";"1";"MOL";"0";"11";"2";"1";"0";"148.1000";"-0.09";"BASE";"C9H12N2";"c1cncc(C2CCCN2)c1";"MYKUKUCHPMASKF-UHFFFAOYSA-N"
"CHEMBL4297623";"ELTANEXOR";"ELTANEXOR|KPT-8602";"Small molecule";"1.0";"428.30";"5";"9";"3.26";"99.58";"6";"1";"0";"4";"N";"0.51";"None";"1.08";"2.68";"2.68";"3";"MOL";"0";"30";"7";"2";"0";"428.0820";"-0.97";"NEUTRAL";"C17H10F6N6O";"NC(=O)/C(=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)c1cncnc1";"JFBAVWVBLRIWHM-AWNIVKPZSA-N"
"CHEMBL4091762";"CABAMIQUINE";"CABAMIQUINE|DDD-107498|DDD107498|DDD498|M-5717|M5717|MMV-121|MMV121";"Small molecule";"1.0";"462.57";"10";"66";"3.70";"57.70";"5";"1";"0";"7";"N";"0.58";"None";"8.45";"3.53";"2.28";"3";"MOL";"0";"34";"6";"1";"0";"462.2431";"-1.91";"NEUTRAL";"C27H31FN4O2";"O=C(NCCN1CCCC1)c1cc(-c2ccc(CN3CCOCC3)cc2)nc2ccc(F)cc12";"BENUHBSJOJMZEE-UHFFFAOYSA-N"
"CHEMBL2107346";"IOFLUBENZAMIDE I 131";"131-I-MIP-1145|131I-MIP-1145|BA-100|IOFLUBENZAMIDE (131 I)|IOFLUBENZAMIDE (131I)|IOFLUBENZAMIDE I 131|IOFLUBENZAMIDE I-131|IOFLUBENZAMIDE, I-131|MIP-1145 I-131";"Small molecule";"1.0";"517.35";"";"";"3.76";"70.67";"4";"2";"1";"9";"N";"0.50";"13.63";"9.04";"3.79";"2.14";"2";"MOL";"0";"29";"6";"2";"1";"513.0925";"-1.58";"BASE";"C21H25FIN3O3";"CCN(CC)CCNC(=O)c1cc([131I])c(NC(=O)c2ccc(F)cc2)cc1OC";"UPRRZQGAQRAODM-AWUWEVMDSA-N"
"CHEMBL4302506";"ORM-13070";"";"Small molecule";"1.0";"355.44";"5";"10";"2.19";"47.06";"6";"0";"0";"5";"N";"0.82";"None";"6.98";"2.56";"2.41";"2";"MOL";"0";"26";"6";"0";"0";"355.1896";"-1.00";"NEUTRAL";"C20H25N3O3";"COCc1cccnc1N1CCN(C[C@H]2COc3ccccc3O2)CC1";"VGIYMYGMVXPMKV-KRWDZBQOSA-N"
"CHEMBL265948";"FILOCICLOVIR";"CYCLOPROPAVIR|FILOCICLOVIR|MBX-400|ZSM-162|ZSM-I 62|ZSM-I62";"Small molecule";"1.0";"263.26";"31";"100";"-1.08";"130.05";"7";"4";"0";"3";"N";"0.56";"10.15";"0.20";"-2.23";"-2.23";"2";"MOL";"0";"19";"8";"5";"0";"263.1018";"0.35";"NEUTRAL";"C11H13N5O3";"Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1";"KMUNHOKTIVSFRA-KXFIGUGUSA-N"
"CHEMBL178654";"HKI-357";"HKI-357";"Small molecule";"1.0";"574.06";"112";"911";"6.68";"99.51";"7";"2";"2";"11";"N";"0.19";"12.55";"8.81";"5.75";"4.33";"4";"MOL";"0";"41";"8";"2";"2";"573.1943";"-1.59";"BASE";"C31H29ClFN5O3";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"NERXPXBELDBEPZ-RMKNXTFCSA-N"
"CHEMBL4783351";"EMAVUSERTIB";"AU-4948|CA-4948|EMAVUSERTIB";"Small molecule";"1.0";"491.51";"27";"83";"2.24";"142.88";"11";"2";"1";"5";"N";"0.42";"12.92";"3.51";"1.32";"1.32";"4";"MOL";"0";"36";"12";"2";"1";"491.1917";"-1.34";"NEUTRAL";"C24H25N7O5";"Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1";"SJHNWSAWWOAWJH-MRXNPFEDSA-N"
"CHEMBL4297350";"ASP-4058";"ASP-4058|ASP4058";"Small molecule";"1.0";"442.32";"2";"4";"5.63";"76.83";"5";"1";"1";"4";"N";"0.41";"11.51";"5.48";"5.54";"5.53";"4";"MOL";"0";"31";"6";"1";"1";"442.0864";"-1.27";"NEUTRAL";"C19H12F6N4O2";"C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F";"NJNXCJPSMWKXHO-VIFPVBQESA-N"
"CHEMBL3633460";"PF-06282999";"PF-06282999";"Small molecule";"1.0";"325.78";"24";"62";"1.72";"90.11";"5";"2";"0";"4";"N";"0.84";"8.01";"None";"0.67";"0.58";"2";"MOL";"0";"21";"6";"3";"0";"325.0288";"-1.22";"NEUTRAL";"C13H12ClN3O3S";"COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O";"ICYNYWFGIDGBRD-UHFFFAOYSA-N"
"CHEMBL442565";"ALPHA-PINENE";".ALPHA.-PINENE|ACINTENE A|ALFA-PINENE|ALPHA-PINENE|FEMA NO. 2902|LEAVO-95|NSC-7727|PC-500|PC-500(TERPENE)|SYLVAPINE A";"Small molecule";"1.0";"136.24";"20";"63";"3.00";"0.00";"0";"0";"0";"0";"Y";"0.45";"None";"None";"2.80";"2.80";"0";"MOL";"0";"10";"0";"0";"0";"136.1252";"2.71";"None";"C10H16";"CC1=CCC2CC1C2(C)C";"GRWFGVWFFZKLTI-UHFFFAOYSA-N"
"CHEMBL4298059";"NONA-ARGININE";"NONA-ARGININE|NONA-L-ARGININE";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297759";"GI HEPTAPEPTIDE";"GI HEPTAPEPTIDE";"Protein";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3990037";"DUVORTUXIZUMAB";"DUVORTUXIZUMAB|JNJ-64052781|MGD011|RES192M1.2|hBU12(2.4)-hXR32-MP3 M1.2";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL496748";"IOFOLASTAT";"IOFOLASTAT";"Small molecule";"1.0";"535.34";"1";"1";"1.62";"165.06";"5";"6";"2";"14";"N";"0.15";"3.03";"9.54";"-0.97";"-7.29";"1";"MOL";"0";"30";"10";"6";"2";"535.0815";"-0.42";"ZWITTERION";"C19H26IN3O7";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O";"OXUUJYOSVPMNKP-GJZGRUSLSA-N"
"CHEMBL4568146";"ELBIMILAST";"AWD-12353|ELB-353|ELB353|ELBIMILAST|RONOMILAST";"Small molecule";"1.0";"443.27";"2";"2";"4.75";"76.88";"5";"1";"0";"5";"N";"0.36";"10.00";"3.05";"4.25";"4.25";"4";"MOL";"0";"30";"6";"1";"0";"442.0400";"-1.56";"NEUTRAL";"C21H13Cl2FN4O2";"O=C(Nc1c(Cl)cncc1Cl)C(=O)c1cn(Cc2ccc(F)cc2)c2ncccc12";"JERXUPDBWDWFCF-UHFFFAOYSA-N"
"CHEMBL4297286";"HSD-016";"HSD-016";"Small molecule";"1.0";"514.46";"";"";"4.51";"60.85";"4";"1";"1";"4";"N";"0.61";"10.58";"None";"4.73";"4.73";"2";"MOL";"0";"34";"5";"1";"1";"514.1161";"-1.42";"NEUTRAL";"C21H21F7N2O3S";"C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cccc([C@@](C)(O)C(F)(F)F)c1";"ZWASRJHIEFYJGL-BFUOFWGJSA-N"
"CHEMBL3577885";"PF-05105679";"PF 5105679|PF-05105679";"Small molecule";"1.0";"428.46";"480";"639";"5.48";"70.50";"3";"1";"1";"6";"N";"0.44";"4.07";"2.97";"4.77";"1.95";"4";"MOL";"0";"32";"5";"1";"1";"428.1536";"-1.41";"ACID";"C26H21FN2O3";"C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1";"BXNMZRPTQFVRFA-QGZVFWFLSA-N"
"CHEMBL1162496";"3-HYDROXYBUTYRIC ACID, (+/-)-";"3-HYDROXYBUTYRIC ACID, (+/-)-|3-Hydroxybutanoate|BETA-HYDROXY-BUTYRATE|BETA-HYDROXYBUTYRATE|D,L-3 HYDROXYBUTYRATE|HYDROXYBUTYRIC ACID, DL-|NSC-3806";"Small molecule";"1.0";"104.11";"12";"22";"-0.16";"57.53";"2";"2";"0";"2";"Y";"0.51";"4.41";"None";"-0.39";"-3.27";"0";"MOL";"0";"7";"3";"2";"0";"104.0473";"1.18";"ACID";"C4H8O3";"CC(O)CC(=O)O";"WHBMMWSBFZVSSR-UHFFFAOYSA-N"
"CHEMBL4594398";"CARDIOPET";"(18F FCPHA)|(18F)-FCPHA|CARDIOPET";"Small molecule";"1.0";"299.46";"";"";"5.75";"37.30";"1";"1";"1";"14";"N";"0.41";"4.75";"None";"5.87";"3.28";"0";"MOL";"0";"21";"2";"1";"1";"300.2465";"0.97";"ACID";"C18H33FO2";"CCCCCCCCC([18F])CCCC[C@@H]1C[C@H]1CC(=O)O";"DDTRZLZETKPBPQ-YWWFHXEUSA-N"
"CHEMBL4297317";"PF-06305591";"PF-06305591|PF-6305591";"Small molecule";"1.0";"274.37";"19";"29";"1.98";"97.79";"3";"3";"0";"3";"N";"0.80";"11.52";"7.17";"1.67";"1.47";"2";"MOL";"0";"20";"5";"5";"0";"274.1794";"-1.00";"NEUTRAL";"C15H22N4O";"C[C@@H](C(N)=O)[C@H](N)c1nc2ccc(C(C)(C)C)cc2[nH]1";"APWZIFIAVVFPNT-PELKAZGASA-N"
"CHEMBL3679680";"NT-219";"NT-219|NT219";"Small molecule";"1.0";"412.26";"1";"1";"3.11";"113.18";"6";"6";"1";"4";"N";"0.26";"8.08";"None";"3.42";"3.33";"2";"MOL";"0";"24";"6";"6";"1";"410.9776";"0.38";"NEUTRAL";"C16H14BrNO5S";"Oc1cc(CNC(=S)/C=C/c2ccc(O)c(O)c2Br)cc(O)c1O";"XDDQKKXXQHUUHJ-DUXPYHPUSA-N"
"CHEMBL456029";"MIP-1095";"";"Small molecule";"1.0";"564.33";"1";"2";"1.65";"194.16";"5";"7";"2";"13";"N";"0.14";"3.09";"None";"1.35";"-8.49";"1";"MOL";"0";"32";"12";"7";"3";"564.0717";"-0.77";"ACID";"C19H25IN4O8";"O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)O";"LFEGKCKGGNXWDV-KBPBESRZSA-N"
"CHEMBL4225966";"SEL-120";"";"Small molecule";"1.0";"414.14";"10";"20";"3.23";"33.09";"4";"1";"0";"1";"N";"0.78";"None";"8.85";"4.27";"2.80";"2";"MOL";"0";"21";"4";"1";"0";"411.9898";"-0.76";"BASE";"C15H18Br2N4";"Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2";"FSBMCTDYWXIBLM-UHFFFAOYSA-N"
"CHEMBL4297358";"BPC-157";"BEPECIN|BPC-157|PL-10|PL-14736|PLD-116";"Protein";"1.0";"1419.56";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1418.7042";"None";"None";"C62H98N16O22";"CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)CN)C(=O)N[C@H](C(=O)O)C(C)C";"HEEWEZGQMLZMFE-RKGINYAYSA-N"
"CHEMBL4635331";"HTL-0022562";"HTL-0022562|HTL-22562|HTL0022562|HTL22562";"Small molecule";"1.0";"763.90";"18";"72";"3.06";"189.81";"10";"5";"1";"9";"N";"0.17";"11.95";"10.34";"1.17";"-2.31";"4";"MOL";"0";"56";"16";"5";"2";"763.3918";"-0.73";"BASE";"C40H49N11O5";"Cc1cc(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)Nc2ncccc23)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(c3ccncc3)CC2)cc2cn[nH]c12";"LIPVCPUZWNTQHV-SAIUNTKASA-N"
"CHEMBL1182997";"GANTACURIUM";"GANTACURIUM CATION|GANTACURIUM ION";"Small molecule";"1.0";"993.59";"";"";"7.84";"144.90";"14";"0";"3";"23";"N";"0.03";"None";"None";"-1.25";"-1.25";"4";"MOL";"0";"70";"16";"0";"3";"992.4426";"0.51";"NEUTRAL";"C53H69ClN2O14+2";"COc1cc2c(cc1OC)[C@H](c1cc(OC)c(OC)c(OC)c1)[N@@+](C)(CCCOC(=O)/C=C(\Cl)C(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2";"ZQLDXCSTJFLRPY-RWBXLJKRSA-N"
"CHEMBL5095192";"PF-06952229";"PF 06952229|PF-06952229|PF06952229";"Small molecule";"1.0";"458.92";"3";"9";"3.89";"107.37";"6";"4";"0";"8";"N";"0.41";"13.91";"6.90";"4.06";"3.94";"3";"MOL";"0";"32";"7";"4";"0";"458.1521";"-0.92";"NEUTRAL";"C23H24ClFN4O3";"CC(C)c1cnc(-c2cc(Cl)ccc2F)cc1Nc1ccncc1C(=O)NC(CO)CO";"IPBLCOKXDQHSQW-UHFFFAOYSA-N"
"CHEMBL4578881";"SEL-120";"SE-120-34A|SEL-120|SEL120|SEL120-34A";"Small molecule";"1.0";"450.61";"8";"14";"3.23";"33.09";"4";"1";"0";"1";"N";"0.78";"None";"8.85";"4.27";"2.80";"2";"MOL";"0";"21";"4";"1";"0";"411.9898";"-0.76";"BASE";"C15H19Br2ClN4";"Cc1c(Br)c(Br)c2c3c1nc(N1CCNCC1)n3CCC2.Cl";"GQXLWUCQESKBSC-UHFFFAOYSA-N"
"CHEMBL2105032";"LEFRADAFIBAN";"LEFRADAFIBAN";"Small molecule";"1.0";"439.47";"2";"2";"2.48";"126.81";"7";"3";"0";"7";"N";"0.35";"10.16";"2.32";"2.06";"2.06";"2";"MOL";"0";"32";"9";"3";"0";"439.1743";"0.04";"NEUTRAL";"C23H25N3O6";"COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O";"PGCFXITVMNNKON-ROUUACIJSA-N"
"CHEMBL3604010";"METHYLONE";".BETA.K-MDMA|J899.632F|METHYLENEDIOXYMETHCATHINONE|METHYLONE";"Small molecule";"1.0";"207.23";"3";"3";"1.21";"47.56";"4";"1";"0";"3";"N";"0.76";"None";"7.96";"1.23";"0.57";"1";"MOL";"0";"15";"4";"1";"0";"207.0895";"0.07";"NEUTRAL";"C11H13NO3";"CNC(C)C(=O)c1ccc2c(c1)OCO2";"VKEQBMCRQDSRET-UHFFFAOYSA-N"
"CHEMBL4297496";"JNJ-27548547";"JNJ-27548547|MMC LIPID-BASED PRODRUG (MLP)|PROMITIL";"Small molecule";"1.0";"1139.62";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1138.6674";"None";"None";"C62H98N4O11S2";"CCCCCCCCCCCCCCCCCC(=O)OCC(CSSc1ccc(COC(=O)N2[C@H]3[C@@H]2CN2C4=C(C(=O)C(N)=C(C)C4=O)[C@@H](COC(N)=O)[C@@]32OC)cc1)OC(=O)CCCCCCCCCCCCCCCCC";"LIHIIWJRSSLKKX-YCTALCSSSA-N"
