"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4297247";"BIZALIMOGENE RALAPLASMID";"BIZALIMOGENE RALAPLASMID|PGX-3002|VGX-3100|VGX3100|pGX3002";"Gene";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3833304";"TOSITUMOMAB 131I";"BEXXAR|TOSITUMOMAB 131I|TOSITUMOMAB/IODINE (131I) TOSITUMOMAB|Tositumomab I131";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650258";"CILGAVIMAB";"2130|AZD-1061|AZD1061|CILGAVIMAB|COV2-2130";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108134";"POLOXAMER";"Lutrol F|POLOXAMER|Pluracare|Pluronic";"Small molecule";"3.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1921976";"ORTERONEL";"ORTERONEL|TAK-700";"Small molecule";"3.0";"307.35";"17";"47";"2.04";"67.15";"4";"2";"0";"2";"N";"0.76";"12.83";"5.95";"0.75";"0.74";"3";"MOL";"0";"23";"5";"2";"0";"307.1321";"-0.23";"NEUTRAL";"C18H17N3O2";"CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1";"OZPFIJIOIVJZMN-SFHVURJKSA-N"
"CHEMBL456341";"LENABASUM";"AJULEMIC ACID|Ajulemic Acid|CPL-7075|CPL7075|CT-3|HU-239|IP-751|JBT-101|LENABASUM|RESUNAB";"Small molecule";"3.0";"400.56";"13";"34";"6.32";"66.76";"3";"2";"1";"7";"N";"0.53";"3.88";"None";"6.61";"3.39";"1";"MOL";"0";"29";"4";"2";"1";"400.2614";"1.63";"ACID";"C25H36O4";"CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21";"YCHYFHOSGQABSW-RTBURBONSA-N"
"CHEMBL1236395";"TREHALOSE";".ALPHA.,.ALPHA.-TREHALOSE|CABALETTA|MUSHROOM SUGAR|MYCOSE|NSC-2093|TREHALOSE";"Small molecule";"3.0";"342.30";"10";"46";"-5.40";"189.53";"11";"8";"2";"4";"N";"0.24";"11.91";"None";"-4.70";"-4.70";"0";"MOL";"0";"23";"11";"8";"2";"342.1162";"1.58";"NEUTRAL";"C12H22O11";"OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O";"HDTRYLNUVZCQOY-LIZSDCNHSA-N"
"CHEMBL180570";"MEDRONIC ACID";"MEDRONATE|MEDRONIC ACID|PHOSPHONIC ACID, METHYLENEBIS-|PHOSPHONIC ACID, METHYLENEDI-";"Small molecule";"3.0";"176.00";"24";"43";"-0.70";"115.06";"2";"4";"0";"2";"N";"0.41";"1.27";"None";"-2.35";"-7.09";"0";"MOL";"0";"9";"6";"4";"0";"175.9640";"0.30";"ACID";"CH6O6P2";"O=P(O)(O)CP(=O)(O)O";"MBKDYNNUVRNNRF-UHFFFAOYSA-N"
"CHEMBL2108390";"FIBRIN";"FACTOR 1A|FIBRIN|HUMAN FIBRIN";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108821";"TRYPSIN, CRYSTALLIZED";"CRYSTALLIZED TRYPSIN|EC 3.4.21.4|PORCINE TRYPSIN|Parenzyme|TRYPSIN|TRYPSIN CRYSTALLIZED|TRYPSIN RECOMBINANT PORCINE|TRYPSIN, CRYSTALLIZED|TRYPSIN, PORCINE|TRYPSIN, PORCINE CATIONIC|TRYPSIN, UNSPECIFIED FORM|TRYPSIN,CRYSTALLIZED";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743042";"MOTAVIZUMAB";"MEDI-524|MOTAVIZUMAB|Motavizumab|Numax";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743019";"FIGITUMUMAB";"871|CP-751|CP-751,871|CP-751871|FIGITUMUMAB|Figitumumab";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL429876";"CILENGITIDE";"CILENGITIDE|EMD 121974|EMD-12192|EMD-121974";"Protein";"3.0";"588.67";"14";"107";"-1.97";"235.91";"7";"8";"2";"9";"N";"0.09";"3.98";"12.02";"-3.68";"-3.68";"1";"BOTH";"0";"42";"15";"9";"3";"588.3020";"1.05";"ZWITTERION";"C27H40N8O7";"CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C";"AMLYAMJWYAIXIA-VWNVYAMZSA-N"
"CHEMBL3780740";"LOBEGLITAZONE SULFATE";"CKD-501|LOBEGLITAZONE SULFATE";"Small molecule";"3.0";"578.63";"2";"2";"3.69";"102.88";"9";"1";"0";"10";"N";"0.47";"6.62";"4.64";"4.31";"3.48";"3";"MOL";"0";"34";"9";"1";"0";"480.1467";"-0.73";"NEUTRAL";"C24H26N4O9S2";"COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1.O=S(=O)(O)O";"IFBYQAMJTBOBHB-UHFFFAOYSA-N"
"CHEMBL32479";"BROTIZOLAM";"BROTIZOLAM|LENDORMIN|Lendorm|MEDERANTIL|NIMBISAN|SINTONAL|WE 941|WE-941|WE-941-BS";"Small molecule";"3.0";"393.70";"11";"22";"4.40";"43.07";"5";"0";"0";"1";"N";"0.61";"None";"3.82";"3.90";"3.90";"3";"MOL";"0";"22";"4";"0";"0";"391.9498";"-1.01";"NEUTRAL";"C15H10BrClN4S";"Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2";"UMSGKTJDUHERQW-UHFFFAOYSA-N"
"CHEMBL4802263";"CILTACABTAGENE AUTOLEUCEL";"CILTACABTAGENE AUTOLEUCEL|JNJ-68284528|JNJ-68284528(LCAR-B38M CAR-T cells)";"Gene";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2105977";"CIMETROPIUM BROMIDE";"ALGINOR|CIMETROPIUM BROMIDE|DA-3177";"Small molecule";"3.0";"438.36";"1";"1";"1.84";"59.06";"4";"1";"0";"6";"N";"0.48";"None";"None";"-2.49";"-2.49";"1";"MOL";"0";"26";"5";"1";"0";"358.2013";"0.98";"NEUTRAL";"C21H28BrNO4";"C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]";"WDURTRGFUGAJHA-GSWUYBTGSA-M"
"CHEMBL52939";"SARPOGRELATE";"SARPOGRELATE|SARPOGRELATE HYDROCHLORIDE";"Small molecule";"3.0";"429.51";"9";"29";"3.20";"85.30";"6";"1";"0";"13";"N";"0.49";"3.78";"8.15";"1.12";"1.07";"2";"MOL";"0";"31";"7";"1";"0";"429.2151";"-0.14";"ACID";"C24H31NO6";"COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1";"FFYNAVGJSYHHFO-UHFFFAOYSA-N"
"CHEMBL4297420";"RADIUM RA-223";"RADIUM RA-223|RADIUM-223";"Small molecule";"3.0";"223.02";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"223.0185";"None";"None";"Ra";"[223Ra]";"HCWPIIXVSYCSAN-OIOBTWANSA-N"
"CHEMBL2103879";"GANETESPIB";"GANETESPIB|STA 9090|STA-9090";"Small molecule";"3.0";"364.41";"23";"61";"3.25";"96.07";"6";"3";"0";"3";"N";"0.52";"8.53";"None";"4.14";"4.11";"4";"MOL";"0";"27";"7";"3";"0";"364.1535";"-0.56";"NEUTRAL";"C20H20N4O3";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"RVAQIUULWULRNW-UHFFFAOYSA-N"
"CHEMBL4297524";"RADOTINIB";"IY5511|RADOTINIB";"Small molecule";"3.0";"530.51";"1";"1";"5.75";"110.51";"8";"2";"2";"6";"N";"0.29";"12.23";"5.91";"4.53";"4.52";"5";"MOL";"0";"39";"9";"2";"2";"530.1790";"-1.90";"NEUTRAL";"C27H21F3N8O";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1";"DUPWHXBITIZIKZ-UHFFFAOYSA-N"
"CHEMBL417675";"PALMIDROL";"AM 3112|FSD-201|IMPULSIN|LEVAGEN|LORAMINE P 256|N(2-HYDROXYETHYL) PALMITIDE|N(2-HYDROXYETHYL)PALMITIDE|N-(2-HYDROXYETHYL)-PALMITIDE|NSC-23320|PALMDROL PRODES|PALMIDROL|PALMITAMIDE MEA|PALMITIC ACID MONOETHANOLAMIDE|PALMITIC MONOETHANOLAMIDE|PALMITOYL ETHANOLAMIDE|PALMITOYLETHANOLAMIDE";"Small molecule";"3.0";"299.50";"46";"111";"4.58";"49.33";"2";"2";"0";"16";"N";"0.41";"None";"None";"4.98";"4.98";"0";"MOL";"0";"21";"3";"2";"0";"299.2824";"-0.09";"NEUTRAL";"C18H37NO2";"CCCCCCCCCCCCCCCC(=O)NCCO";"HXYVTAGFYLMHSO-UHFFFAOYSA-N"
"CHEMBL4297455";"CAFICRESTAT";"ALDOSE REDUCTASE-IN-1|AT-001|CAFICRESTAT";"Small molecule";"3.0";"421.36";"";"";"2.49";"110.86";"8";"1";"0";"4";"N";"0.54";"3.58";"2.27";"1.89";"-1.26";"4";"MOL";"0";"29";"8";"1";"0";"421.0456";"-1.78";"ACID";"C17H10F3N5O3S";"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12";"YRGPAXAVTDMKDK-UHFFFAOYSA-N"
"CHEMBL2108744";"SODIUM ALGINATE";"ALGIN|ALGINIC ACID, SODIUM SALT|E-401|FEMA NO. 2014|HYDAGEN 558 P|INS NO.401|INS-401|POLYELECTROLYTE 211|SODIUM ALGINATE|SODIUM ALGINATE 2200-3000";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1193948";"AMIBEGRON";"AMIBEGRON|SR-58611|SR58611";"Small molecule";"3.0";"403.91";"";"";"3.46";"67.79";"5";"2";"0";"8";"N";"0.66";"None";"9.70";"3.89";"1.63";"2";"MOL";"0";"28";"5";"2";"0";"403.1550";"-0.80";"BASE";"C22H26ClNO4";"CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2";"RDJQCOBTKKAQAH-FPOVZHCZSA-N"
"CHEMBL94657";"PATUPILONE";"(-)-EPOTHILONE B|EPITHILONE B|EPO 906|EPO 906A|EPO B|EPO-906|EPO-906A|EPOTHILONE B|GNF-PF-193|PATUPILONE";"Small molecule";"3.0";"507.69";"697";"851";"4.48";"109.25";"8";"2";"1";"2";"N";"0.45";"None";"2.73";"4.12";"4.12";"1";"MOL";"0";"35";"7";"2";"1";"507.2655";"2.23";"NEUTRAL";"C27H41NO6S";"C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1";"QXRSDHAAWVKZLJ-PVYNADRNSA-N"
"CHEMBL3301604";"RALINEPAG";"APD-811|APD811|RALINEPAG|Ralinepag";"Small molecule";"3.0";"431.92";"24";"113";"5.52";"76.07";"4";"1";"1";"8";"N";"0.59";"4.10";"None";"5.12";"2.02";"2";"MOL";"0";"30";"6";"1";"1";"431.1500";"-0.83";"ACID";"C23H26ClNO5";"O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1";"NPDKXVKJRHPDQT-IYARVYRRSA-N"
"CHEMBL3707350";"NAQUOTINIB MESYLATE";"ASP-8273 MESILATE|ASP-8273 MESYLATE|ASP8273 mesilate|NAQUOTINIB MESILATE|NAQUOTINIB MESYLATE";"Small molecule";"3.0";"658.83";"";"";"2.26";"120.16";"9";"2";"1";"9";"N";"0.44";"13.69";"8.51";"3.31";"2.11";"2";"MOL";"0";"41";"11";"3";"2";"562.3380";"-1.12";"BASE";"C31H46N8O6S";"C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1.CS(=O)(=O)O";"ALDUQYYVQWGTMR-GJFSDDNBSA-N"
"CHEMBL3707297";"CG250 177LU";"CG250|CG250 177LU|cG250 (177Lu)";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL336296";"URIDINE TRIPHOSPHATE";"INS-316|INS316|URIDINE 5'-TRIPHOSPHATE|URIDINE TRIPHOSPHATE|UTP|Uridine-5'-triphosphate";"Small molecule";"3.0";"484.14";"26";"162";"-2.50";"264.37";"12";"7";"2";"8";"N";"0.19";"0.90";"None";"-3.38";"-10.79";"1";"MOL";"0";"29";"17";"7";"2";"483.9685";"1.45";"ACID";"C9H15N2O15P3";"O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1";"PGAVKCOVUIYSFO-XVFCMESISA-N"
"CHEMBL2110587";"TASISULAM";"LY-573636|LY573636|TASISULAM";"Small molecule";"3.0";"415.12";"3";"5";"3.94";"63.24";"4";"1";"0";"3";"N";"0.83";"5.24";"None";"4.51";"3.59";"2";"MOL";"0";"20";"4";"1";"0";"412.8350";"-2.23";"ACID";"C11H6BrCl2NO3S2";"O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl";"WWONFUQGBVOKOF-UHFFFAOYSA-N"
"CHEMBL1241348";"FALDAPREVIR";"BI 201335|BI-201335|BI201335|FALDAPREVIR";"Small molecule";"3.0";"869.84";"84";"153";"6.30";"198.38";"11";"4";"3";"13";"N";"0.14";"3.38";"1.11";"6.51";"2.99";"3";"MOL";"0";"57";"15";"4";"3";"868.2465";"-0.10";"ACID";"C40H49BrN6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O";"LLGDPTDZOVKFDU-XUHJSTDZSA-N"
"CHEMBL2108589";"CLAZAKIZUMAB";"ALD-518|ALD518|BMS-945429|CLAZAKIZUMAB";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL549963";"HYDROMETHYLTHIONINE";"HYDROMETHYLTHIONINE|LEUCOMETHYLENE BLUE|LEUKOMETHYLENE BLUE|METHYLENE BLUE LEUCO FORM|METHYLENE BLUE, LEUCO|REDUCED METHYLENE BLUE";"Small molecule";"3.0";"285.42";"3";"4";"4.03";"18.51";"4";"1";"0";"2";"N";"0.77";"None";"5.25";"3.84";"3.84";"2";"MOL";"0";"20";"3";"1";"0";"285.1300";"-0.73";"NEUTRAL";"C16H19N3S";"CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2";"QTWZICCBKBYHDM-UHFFFAOYSA-N"
"CHEMBL1086218";"VALSPODAR";"Amdray|PSC 833|SDZ PSC 833|SDZ-PSC 833|VALSPODAR";"Protein";"3.0";"1214.65";"22";"66";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1213.8414";"None";"None";"C63H111N11O12";"C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C";"YJDYDFNKCBANTM-QCWCSKBGSA-N"
"CHEMBL4297101";"CEFTOBIPROLE MEDOCARIL";"BAL5788|BAL5788-001|CEFTOBIPROLE MEDOCARIL|RO 65-5788";"Small molecule";"3.0";"712.65";"";"";"-0.54";"264.30";"16";"4";"2";"8";"N";"0.09";"3.19";"0.17";"-0.97";"-5.96";"2";"MOL";"0";"47";"19";"5";"2";"690.1162";"-0.36";"ACID";"C26H25N8NaO11S2";"Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1.[Na+]";"MFAWUGGPPMTWPU-INRVRKGJSA-M"
"CHEMBL2107358";"OBATOCLAX MESYLATE";"GX-15-070MS|GX15-070MS|OBATOCLAX|OBATOCLAX MESILATE|OBATOCLAX MESYLATE";"Small molecule";"3.0";"413.50";"662";"662";"4.49";"53.17";"2";"2";"0";"3";"N";"0.73";"13.97";"4.68";"3.14";"3.14";"3";"MOL";"0";"24";"4";"2";"0";"317.1528";"-0.15";"NEUTRAL";"C21H23N3O4S";"COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O";"ZFKXDVMHNXPEIY-PEZBNFGJSA-N"
"CHEMBL217092";"SARACATINIB";"AZ-10353926|AZD-0530|AZD0530|SARACATINIB|Saracatinib";"Small molecule";"3.0";"542.04";"933";"2399";"3.94";"90.44";"10";"1";"1";"8";"N";"0.45";"12.61";"7.79";"3.20";"2.66";"3";"MOL";"0";"38";"10";"1";"1";"541.2092";"-0.68";"NEUTRAL";"C27H32ClN5O5";"CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1";"OUKYUETWWIPKQR-UHFFFAOYSA-N"
"CHEMBL4297258";"ALFLUTINIB";"ALFLUTINIB|AST-2818|AST2818|FURMONERTINIB";"Small molecule";"3.0";"568.60";"";"";"4.84";"100.44";"9";"2";"1";"11";"N";"0.25";"12.17";"8.75";"5.41";"4.05";"4";"MOL";"0";"41";"10";"2";"1";"568.2522";"-1.23";"BASE";"C28H31F3N8O2";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C";"GHKOONMJXNWOIW-UHFFFAOYSA-N"
"CHEMBL521589";"BAMBUTEROL";"BAMBUTEROL";"Small molecule";"3.0";"367.45";"139";"386";"2.23";"91.34";"6";"2";"0";"5";"N";"0.83";"13.91";"9.52";"1.40";"-0.70";"1";"MOL";"0";"26";"8";"2";"0";"367.2107";"-0.24";"BASE";"C18H29N3O5";"CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1";"ANZXOIAKUNOVQU-UHFFFAOYSA-N"
"CHEMBL550781";"DEXLOXIGLUMIDE";"CR-2017|DEXLOXIGLUMIDE|LOXIGLUMIDE (R)-FORM|LOXIGLUMIDE, (R)-";"Small molecule";"3.0";"461.39";"7";"30";"4.01";"95.94";"4";"2";"0";"14";"N";"0.41";"4.05";"None";"3.37";"0.24";"1";"MOL";"0";"30";"7";"2";"0";"460.1532";"-0.77";"ACID";"C21H30Cl2N2O5";"CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1";"QNQZBKQEIFTHFZ-GOSISDBHSA-N"
"CHEMBL4298065";"OMEGA-3 FATTY ACIDS";"NDI 441|OMEGA 3 FATTY ACIDS|OMEGA-3|OMEGA-3 ACID|OMEGA-3 ACID TRIGLYCERIDES|OMEGA-3 ACIDS|OMEGA-3 FATTY ACIDS|OMEGA-3 PHOSPHOLIPIDS|OMEGA-3 POLYUNSATURATES|OMEGA-3 TRIGLYCERIDES|OMEGA-3-ACID TRIGLYCERIDES|PHOSPHOLIPIDS";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4802165";"BEMARITUZUMAB";"BEMARITUZUMAB|FPA-144";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL241694";"ETHISTERONE";"ANHYDROHYDROXYPROGESTERONE|ETHISTERONE|NSC-9565|Ora-Lutin|PREGNENINOLONE|Pranone|Syngestrotabs|Trosinone";"Small molecule";"3.0";"312.45";"123";"522";"3.88";"37.30";"2";"1";"0";"0";"N";"0.69";"None";"None";"3.52";"3.52";"0";"MOL";"0";"23";"2";"1";"0";"312.2089";"1.79";"NEUTRAL";"C21H28O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C";"CHNXZKVNWQUJIB-CEGNMAFCSA-N"
"CHEMBL4297262";"ICOMIDOCHOLIC ACID";"ARACHIDYL AMIDO CHOLANOIC ACID|ARAMCHOL|C20-FABAC|ICOMIDOCHOLIC ACID";"Small molecule";"3.0";"702.12";"";"";"10.61";"106.86";"4";"4";"2";"23";"N";"0.08";"4.48";"None";"10.45";"7.62";"0";"MOL";"0";"50";"6";"4";"2";"701.5958";"1.39";"ACID";"C44H79NO5";"CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12";"SHKXZIQNFMOPBS-OOMQYRRCSA-N"
"CHEMBL2108811";"VISILIZUMAB";"HUM-291|Nuvion|VISILIZUMAB|Visilizumab|huM291";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095034";"SOVLEPLENIB";"HMPL 523|HMPL-523|HMPL523|SOVLEPLENIB";"Small molecule";"3.0";"482.61";"";"";"2.23";"109.34";"8";"2";"0";"6";"N";"0.55";"None";"8.30";"0.27";"-0.67";"3";"MOL";"0";"34";"9";"2";"0";"482.2100";"-0.89";"NEUTRAL";"C24H30N6O3S";"CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1";"BRCHZKBUGSKTND-FQEVSTJZSA-N"
"CHEMBL3545132";"MIRVETUXIMAB SORAVTANSINE";"IMGN-853|IMGN853|MIRVETUXIMAB SORAVTANSINE";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2013119";"RIGOSERTIB SODIUM";"Estybon|ON 01910 SODIUM|ON 01910.NA|ON-01910|ON-01910 SODIUM|ON-01910.NA|ON-01910.Na|ON01910 SODIUM|RIGOSERTIB SODIUM|Rigosertib Sodium|SYB C-1101";"Small molecule";"3.0";"473.48";"53";"107";"2.80";"120.39";"8";"2";"0";"11";"N";"0.53";"2.27";"5.24";"-0.25";"-2.04";"2";"MOL";"0";"31";"9";"2";"0";"451.1301";"-0.24";"ACID";"C21H24NNaO8S";"COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)[O-])c2)c(OC)c1.[Na+]";"VLQLUZFVFXYXQE-USRGLUTNSA-M"
"CHEMBL2364665";"ASTODRIMER";"6436 (NIH Compound Number)|ASTODRIMER|BRI 7013|BRI-7013|BRI7013|SPL 7013|SPL-7013|SPL7013|VivaGel";"Small molecule";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297341";"RM-2 GA-68";"(68GA)-RM2|68GA-RM2|BAY-86-7548|RM-2 GA-68";"Unknown";"3.0";"1704.83";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"1704.7903";"None";"None";"C78H115GaN20O19";"";""
"CHEMBL2109085";"DETUMOMAB";"DETUMOMAB|Detumomab|FAVID|SPECIFID";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL15562";"PYRIMIDINE";"NSC-89305|PYRIMIDINE";"Small molecule";"3.0";"80.09";"3";"9";"0.48";"25.78";"2";"0";"0";"0";"Y";"0.45";"None";"1.58";"0.05";"0.05";"1";"MOL";"0";"6";"2";"0";"0";"80.0374";"-1.52";"NEUTRAL";"C4H4N2";"c1cncnc1";"CZPWVGJYEJSRLH-UHFFFAOYSA-N"
"CHEMBL2151572";"ENCENICLINE";"ENCENICLINE|EVP-6124|Encenicline|MT-4666|MT4666";"Small molecule";"3.0";"320.85";"6";"21";"3.38";"32.34";"3";"1";"0";"2";"N";"0.92";"None";"7.28";"3.04";"2.79";"2";"MOL";"0";"21";"3";"1";"0";"320.0750";"-1.16";"NEUTRAL";"C16H17ClN2OS";"O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1";"SSRDSYXGYPJKRR-ZDUSSCGKSA-N"
"CHEMBL1743023";"FULRANUMAB";"AMG 403|AMG-403|AMG403|FULRANUMAB|Fulranumab|JNJ 42160443|JNJ-42160443";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3578202";"GOZETOTIDE";"GOZETOTIDE";"Small molecule";"3.0";"947.00";"2";"3";"1.55";"370.07";"13";"12";"3";"35";"N";"0.04";"0.85";"10.08";"1.21";"-18.14";"2";"MOL";"0";"67";"23";"12";"3";"946.4171";"-0.15";"ZWITTERION";"C44H62N6O17";"O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1";"QJUIUFGOTBRHKP-LQJZCPKCSA-N"
